offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
0, 0, 25088, 1204736, 1204736, 98.0, 392.0, 1568.0, 4706.0, 18824.0, 75296.0, 18.3828125, 4706.0, 18824.0, 75296.0, 1.6881947067168228e-39
1, 98, 4706, 4706, 419435106, 18.3828125, 73.53125, 294.125, 18.3828125, 73.53125, 294.125, 6400.071807861328, 1638418.3828125, 6553673.53125, 26214694.125, 6.621157279844191e-24
2, 18, 18, 1638418, 18415634, 0.0703125, 0.28125, 1.125, 6400.0703125, 25600.28125, 102401.125, 281.0002746582031, 71936.0703125, 287744.28125, 1150977.125, 2.8101712271090026e-38
3, 0, 6400, 71936, 71936, 25.0, 100.0, 400.0, 281.0, 1124.0, 4496.0, 1.09765625, 281.0, 1124.0, 4496.0, 1.0080380632967004e-40
4, 25, 281, 281, 281, 1.09765625, 4.390625, 17.5625, 1.09765625, 4.390625, 17.5625, 0.0042877197265625, 1.09765625, 4.390625, 17.5625, 3.937648684752736e-43
5, 1, 1, 1, 1, 0.00390625, 0.015625, 0.0625, 0.00390625, 0.015625, 0.0625, 1.52587890625e-05, 0.00390625, 0.015625, 0.0625, 1.401298464324817e-45
6, 0, 0, 0, 167772160, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2560.0, 655360.0, 2621440.0, 10485760.0, 6.162975822039155e-33
7, 0, 0, 655360, 655360, 0.0, 0.0, 0.0, 2560.0, 10240.0, 40960.0, 10.0, 2560.0, 10240.0, 40960.0, 9.183549615799121e-40
8, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
9, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
10, 0, 0, 0, 33554432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 512.0, 131072.0, 524288.0, 2097152.0, 9.4039548065783e-38
11, 0, 0, 131072, 131072, 0.0, 0.0, 0.0, 512.0, 2048.0, 8192.0, 2.0, 512.0, 2048.0, 8192.0, 1.8367099231598242e-40
12, 0, 512, 512, 512, 2.0, 8.0, 32.0, 2.0, 8.0, 32.0, 0.0078125, 2.0, 8.0, 32.0, 7.174648137343064e-43
13, 2, 2, 2, 268435458, 0.0078125, 0.03125, 0.125, 0.0078125, 0.03125, 0.125, 4096.000030517578, 1048576.0078125, 4194304.03125, 16777216.125, 2.5243554985603454e-29
14, 0, 0, 1048576, 655360000, 0.0, 0.0, 0.0, 4096.0, 16384.0, 65536.0, 10000.0, 2560000.0, 10240000.0, 40960000.0, 1.9984014443252818e-15
15, 0, 4096, 2560000, 2560000, 16.0, 64.0, 256.0, 10000.0, 40000.0, 160000.0, 39.0625, 10000.0, 40000.0, 160000.0, 3.587324068671532e-39
16, 16, 10000, 10000, 10000, 39.0625, 156.25, 625.0, 39.0625, 156.25, 625.0, 0.152587890625, 39.0625, 156.25, 625.0, 1.401298464324817e-41
17, 39, 39, 39, 805306407, 0.15234375, 0.609375, 2.4375, 0.15234375, 0.609375, 2.4375, 12288.000595092773, 3145728.15234375, 12582912.609375, 50331650.4375, 4.656634522426373e-10
18, 0, 0, 3145728, 1966080000, 0.0, 0.0, 0.0, 12288.0, 49152.0, 196608.0, 30000.0, 7680000.0, 30720000.0, 122880000.0, 2.2310650564016837e+32
19, 0, 12288, 7680000, 7680000, 48.0, 192.0, 768.0, 30000.0, 120000.0, 480000.0, 117.1875, 30000.0, 120000.0, 480000.0, 1.0761972206014595e-38
20, 48, 30000, 30000, 30000, 117.1875, 468.75, 1875.0, 117.1875, 468.75, 1875.0, 0.457763671875, 117.1875, 468.75, 1875.0, 4.203895392974451e-41
21, 117, 117, 117, 117, 0.45703125, 1.828125, 7.3125, 0.45703125, 1.828125, 7.3125, 0.0017852783203125, 0.45703125, 1.828125, 7.3125, 1.639519203260036e-43
22, 0, 0, 0, 805306368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12288.0, 3145728.0, 12582912.0, 50331648.0, 4.656612873077393e-10
23, 0, 0, 3145728, 36700160, 0.0, 0.0, 0.0, 12288.0, 49152.0, 196608.0, 560.0, 143360.0, 573440.0, 2293760.0, 1.2930437859045163e-37
24, 0, 12288, 143360, 143360, 48.0, 192.0, 768.0, 560.0, 2240.0, 8960.0, 2.1875, 560.0, 2240.0, 8960.0, 2.0089014784560578e-40
25, 48, 560, 560, 560, 2.1875, 8.75, 35.0, 2.1875, 8.75, 35.0, 0.008544921875, 2.1875, 8.75, 35.0, 7.847271400218976e-43
26, 2, 2, 2, 402653186, 0.0078125, 0.03125, 0.125, 0.0078125, 0.03125, 0.125, 6144.000030517578, 1572864.0078125, 6291456.03125, 25165824.125, 1.654361619536508e-24
27, 0, 0, 1572864, 18350080, 0.0, 0.0, 0.0, 6144.0, 24576.0, 98304.0, 280.0, 71680.0, 286720.0, 1146880.0, 2.791799083202933e-38
28, 0, 6144, 71680, 71680, 24.0, 96.0, 384.0, 280.0, 1120.0, 4480.0, 1.09375, 280.0, 1120.0, 4480.0, 1.0044507392280289e-40
29, 24, 280, 280, 503316760, 1.09375, 4.375, 17.5, 1.09375, 4.375, 17.5, 7680.0042724609375, 1966081.09375, 7864324.375, 31457297.5, 6.776489760233148e-21
30, 1, 1, 1966081, 52297729, 0.00390625, 0.015625, 0.0625, 7680.00390625, 30720.015625, 122880.0625, 798.0000152587891, 204288.00390625, 817152.015625, 3268608.0625, 4.643203134163544e-37
31, 0, 7680, 204288, 84090368, 30.0, 120.0, 480.0, 798.0, 3192.0, 12768.0, 1283.1171875, 328478.0, 1313912.0, 5255648.0, 6.165100528078266e-36
32, 30, 798, 328478, 328478, 3.1171875, 12.46875, 49.875, 1283.1171875, 5132.46875, 20529.875, 5.012176513671875, 1283.1171875, 5132.46875, 20529.875, 4.602957169644873e-40
33, 3, 1283, 1283, 167773443, 5.01171875, 20.046875, 80.1875, 5.01171875, 20.046875, 80.1875, 2560.019577026367, 655365.01171875, 2621460.046875, 10485840.1875, 6.16391842157172e-33
34, 5, 5, 655365, 655365, 0.01953125, 0.078125, 0.3125, 2560.01953125, 10240.078125, 40960.3125, 10.000076293945312, 2560.01953125, 10240.078125, 40960.3125, 9.183619680722337e-40
35, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
36, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
37, 0, 0, 0, 3355443200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 51200.0, 13107200.0, 52428800.0, 209715200.0, -131072.0
38, 0, 0, 13107200, 13107200, 0.0, 0.0, 0.0, 51200.0, 204800.0, 819200.0, 200.0, 51200.0, 204800.0, 819200.0, 1.8367099231598242e-38
39, 0, 51200, 51200, 51200, 200.0, 800.0, 3200.0, 200.0, 800.0, 3200.0, 0.78125, 200.0, 800.0, 3200.0, 7.174648137343063e-41
40, 200, 200, 200, 1006633160, 0.78125, 3.125, 12.5, 0.78125, 3.125, 12.5, 15360.003051757812, 3932160.78125, 15728643.125, 62914572.5, 0.007812686264514923
41, 0, 0, 3932160, 842792960, 0.0, 0.0, 0.0, 15360.0, 61440.0, 245760.0, 12860.0, 3292160.0, 13168640.0, 52674560.0, 1.0943040251731873e-08
42, 0, 15360, 3292160, 842152960, 60.0, 240.0, 960.0, 12860.0, 51440.0, 205760.0, 12850.234375, 3289660.0, 13158640.0, 52634560.0, 1.0374606063123792e-08
43, 60, 12860, 3289660, 3289660, 50.234375, 200.9375, 803.75, 12850.234375, 51400.9375, 205603.75, 50.19622802734375, 12850.234375, 51400.9375, 205603.75, 4.609795506150778e-39
