offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
0, 0, 22528, 1792000, 1792000, 88.0, 352.0, 1408.0, 7000.0, 28000.0, 112000.0, 27.34375, 7000.0, 28000.0, 112000.0, 2.5111268480700722e-39
1, 88, 7000, 7000, 7000, 27.34375, 109.375, 437.5, 27.34375, 109.375, 437.5, 0.1068115234375, 27.34375, 109.375, 437.5, 9.80908925027372e-42
2, 27, 27, 27, 16777243, 0.10546875, 0.421875, 1.6875, 0.10546875, 0.421875, 1.6875, 256.0004119873047, 65536.10546875, 262144.421875, 1048577.6875, 2.3509962686562824e-38
3, 0, 0, 65536, 65536, 0.0, 0.0, 0.0, 256.0, 1024.0, 4096.0, 1.0, 256.0, 1024.0, 4096.0, 9.183549615799121e-41
4, 0, 256, 256, 256, 1.0, 4.0, 16.0, 1.0, 4.0, 16.0, 0.00390625, 1.0, 4.0, 16.0, 3.587324068671532e-43
5, 1, 1, 1, 1, 0.00390625, 0.015625, 0.0625, 0.00390625, 0.015625, 0.0625, 1.52587890625e-05, 0.00390625, 0.015625, 0.0625, 1.401298464324817e-45
6, 0, 0, 0, 167772160, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2560.0, 655360.0, 2621440.0, 10485760.0, 6.162975822039155e-33
7, 0, 0, 655360, 655360, 0.0, 0.0, 0.0, 2560.0, 10240.0, 40960.0, 10.0, 2560.0, 10240.0, 40960.0, 9.183549615799121e-40
8, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
9, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
10, 0, 0, 0, 33554432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 512.0, 131072.0, 524288.0, 2097152.0, 9.4039548065783e-38
11, 0, 0, 131072, 131072, 0.0, 0.0, 0.0, 512.0, 2048.0, 8192.0, 2.0, 512.0, 2048.0, 8192.0, 1.8367099231598242e-40
12, 0, 512, 512, 512, 2.0, 8.0, 32.0, 2.0, 8.0, 32.0, 0.0078125, 2.0, 8.0, 32.0, 7.174648137343064e-43
13, 2, 2, 2, 2751463426, 0.0078125, 0.03125, 0.125, 0.0078125, 0.03125, 0.125, 41984.00003051758, 10747904.0078125, 42991616.03125, 171966464.125, -2.7755582233073814e-17
14, 0, 0, 10747904, 950272000, 0.0, 0.0, 0.0, 41984.0, 167936.0, 671744.0, 14500.0, 3712000.0, 14848000.0, 59392000.0, 7.82012939453125e-05
15, 0, 41984, 3712000, 3712000, 164.0, 656.0, 2624.0, 14500.0, 58000.0, 232000.0, 56.640625, 14500.0, 58000.0, 232000.0, 5.201619899573721e-39
16, 164, 14500, 14500, 14500, 56.640625, 226.5625, 906.25, 56.640625, 226.5625, 906.25, 0.22125244140625, 56.640625, 226.5625, 906.25, 2.0318827732709848e-41
17, 56, 56, 56, 268435512, 0.21875, 0.875, 3.5, 0.21875, 0.875, 3.5, 4096.0008544921875, 1048576.21875, 4194304.875, 16777219.5, 2.524371748594251e-29
