offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
0, 0, 7168, 531456, 531456, 28.0, 112.0, 448.0, 2076.0, 8304.0, 33216.0, 8.109375, 2076.0, 8304.0, 33216.0, 7.4472847665621e-40
1, 28, 2076, 2076, 3422554140, 8.109375, 32.4375, 129.75, 8.109375, 32.4375, 129.75, 52224.031677246094, 13369352.109375, 53477408.4375, 213909633.75, -33562736.0
2, 8, 8, 13369352, 13369352, 0.03125, 0.125, 0.5, 52224.03125, 208896.125, 835584.5, 204.0001220703125, 52224.03125, 208896.125, 835584.5, 1.8734452426617922e-38
3, 0, 52224, 52224, 52224, 204.0, 816.0, 3264.0, 204.0, 816.0, 3264.0, 0.796875, 204.0, 816.0, 3264.0, 7.318141100089925e-41
4, 204, 204, 204, 204, 0.796875, 3.1875, 12.75, 0.796875, 3.1875, 12.75, 0.00311279296875, 0.796875, 3.1875, 12.75, 2.858648867222627e-43
5, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
6, 0, 0, 0, 167772160, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2560.0, 655360.0, 2621440.0, 10485760.0, 6.162975822039155e-33
7, 0, 0, 655360, 655360, 0.0, 0.0, 0.0, 2560.0, 10240.0, 40960.0, 10.0, 2560.0, 10240.0, 40960.0, 9.183549615799121e-40
8, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
9, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
10, 0, 0, 0, 33554432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 512.0, 131072.0, 524288.0, 2097152.0, 9.4039548065783e-38
11, 0, 0, 131072, 131072, 0.0, 0.0, 0.0, 512.0, 2048.0, 8192.0, 2.0, 512.0, 2048.0, 8192.0, 1.8367099231598242e-40
12, 0, 512, 512, 512, 2.0, 8.0, 32.0, 2.0, 8.0, 32.0, 0.0078125, 2.0, 8.0, 32.0, 7.174648137343064e-43
13, 2, 2, 2, 3523215362, 0.0078125, 0.03125, 0.125, 0.0078125, 0.03125, 0.125, 53760.00003051758, 13762560.0078125, 55050240.03125, 220200960.125, -137438986240.0
14, 0, 0, 13762560, 382861312, 0.0, 0.0, 0.0, 53760.0, 215040.0, 860160.0, 5842.0, 1495552.0, 5982208.0, 23928832.0, 3.3927329811745276e-25
15, 0, 53760, 1495552, 1495552, 210.0, 840.0, 3360.0, 5842.0, 23368.0, 93472.0, 22.8203125, 5842.0, 23368.0, 93472.0, 2.0957147209179088e-39
16, 210, 5842, 5842, 5842, 22.8203125, 91.28125, 365.125, 22.8203125, 91.28125, 365.125, 0.089141845703125, 22.8203125, 91.28125, 365.125, 8.186385628585581e-42
17, 22, 22, 22, 3758096406, 0.0859375, 0.34375, 1.375, 0.0859375, 0.34375, 1.375, 57344.00033569336, 14680064.0859375, 58720256.34375, 234881025.375, -3.689358490444235e+19
18, 0, 0, 14680064, 1625292800, 0.0, 0.0, 0.0, 57344.0, 229376.0, 917504.0, 24800.0, 6348800.0, 25395200.0, 101580800.0, 1.2912720851596686e+20
19, 0, 57344, 6348800, 6348800, 224.0, 896.0, 3584.0, 24800.0, 99200.0, 396800.0, 96.875, 24800.0, 99200.0, 396800.0, 8.896563690305399e-39
20, 224, 24800, 24800, 24800, 96.875, 387.5, 1550.0, 96.875, 387.5, 1550.0, 0.37841796875, 96.875, 387.5, 1550.0, 3.4752201915255463e-41
21, 96, 96, 96, 96, 0.375, 1.5, 6.0, 0.375, 1.5, 6.0, 0.00146484375, 0.375, 1.5, 6.0, 1.3452465257518244e-43
22, 0, 0, 0, 3422552064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 52224.0, 13369344.0, 53477376.0, 213909504.0, -33554432.0
23, 0, 0, 13369344, 30146560, 0.0, 0.0, 0.0, 52224.0, 208896.0, 835584.0, 460.0, 117760.0, 471040.0, 1884160.0, 7.493776486492083e-38
24, 0, 52224, 117760, 117760, 204.0, 816.0, 3264.0, 460.0, 1840.0, 7360.0, 1.796875, 460.0, 1840.0, 7360.0, 1.6501690715889046e-40
25, 204, 460, 460, 460, 1.796875, 7.1875, 28.75, 1.796875, 7.1875, 28.75, 0.00701904296875, 1.796875, 7.1875, 28.75, 6.4459729358941585e-43
26, 1, 1, 1, 3858759681, 0.00390625, 0.015625, 0.0625, 0.00390625, 0.015625, 0.0625, 58880.00001525879, 15073280.00390625, 60293120.015625, 241172480.0625, -1.5111574546622716e+23
27, 0, 0, 15073280, 15073280, 0.0, 0.0, 0.0, 58880.0, 235520.0, 942080.0, 230.0, 58880.0, 235520.0, 942080.0, 2.1122164116337979e-38
28, 0, 58880, 58880, 58880, 230.0, 920.0, 3680.0, 230.0, 920.0, 3680.0, 0.8984375, 230.0, 920.0, 3680.0, 8.250845357944523e-41
29, 230, 230, 230, 503316710, 0.8984375, 3.59375, 14.375, 0.8984375, 3.59375, 14.375, 7680.003509521484, 1966080.8984375, 7864323.59375, 31457294.375, 6.7764493705548e-21
30, 0, 0, 1966080, 52297728, 0.0, 0.0, 0.0, 7680.0, 30720.0, 122880.0, 798.0, 204288.0, 817152.0, 3268608.0, 4.643202685748036e-37
31, 0, 7680, 204288, 84090368, 30.0, 120.0, 480.0, 798.0, 3192.0, 12768.0, 1283.1171875, 328478.0, 1313912.0, 5255648.0, 6.165100528078266e-36
32, 30, 798, 328478, 328478, 3.1171875, 12.46875, 49.875, 1283.1171875, 5132.46875, 20529.875, 5.012176513671875, 1283.1171875, 5132.46875, 20529.875, 4.602957169644873e-40
33, 3, 1283, 1283, 167773443, 5.01171875, 20.046875, 80.1875, 5.01171875, 20.046875, 80.1875, 2560.019577026367, 655365.01171875, 2621460.046875, 10485840.1875, 6.16391842157172e-33
34, 5, 5, 655365, 655365, 0.01953125, 0.078125, 0.3125, 2560.01953125, 10240.078125, 40960.3125, 10.000076293945312, 2560.01953125, 10240.078125, 40960.3125, 9.183619680722337e-40
35, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
36, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
37, 0, 0, 0, 2348810240, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35840.0, 9175040.0, 36700160.0, 146800640.0, -9.860761315262648e-32
38, 0, 0, 9175040, 9175040, 0.0, 0.0, 0.0, 35840.0, 143360.0, 573440.0, 140.0, 35840.0, 143360.0, 573440.0, 1.285696946211877e-38
39, 0, 35840, 35840, 35840, 140.0, 560.0, 2240.0, 140.0, 560.0, 2240.0, 0.546875, 140.0, 560.0, 2240.0, 5.022253696140144e-41
40, 140, 140, 140, 167772300, 0.546875, 2.1875, 8.75, 0.546875, 2.1875, 8.75, 2560.0021362304688, 655360.546875, 2621442.1875, 10485768.75, 6.163078677794852e-33
41, 0, 0, 655360, 587857920, 0.0, 0.0, 0.0, 2560.0, 10240.0, 40960.0, 8970.0, 2296320.0, 9185280.0, 36741120.0, 7.48099499014998e-18
